brand,name,price,year,damage,last_seen
opel,Opel Omega 2.0 CDTI Kombi 131 PS gruene Plakette,2499,2005,,2016-03-17 15:45:05
opel,Opel Adam 1.2 Jam,9400,2013,,2016-03-18 17:38:38
opel,Opel Vectra 1.8 GTS,4900,2006,,2016-03-31 17:17:20
opel,Verkaufe Vectra b Caravan  2 2 16V mit Motorschaden,180,2001,ja,2016-03-19 13:49:18
opel,Opel Corsa,1000,2000,,2016-04-05 14:44:52
opel,Astra G Caravan,1100,1999,,2016-03-23 22:44:38
opel,Zu verkaufen,400,1995,,2016-03-31 21:15:21
opel,Opel Vertrag bei 1 6,850,1997,ja,2016-04-07 02:17:21
opel,Opel Corsa .Zu Verkauf,1850,2002,,2016-04-07 04:16:12
opel,Opel Astra 1.6,950,1999,,2016-03-06 00:17:18
opel,Opel Signum 2.2 DTI,2590,2003,,2016-04-06 00:15:32
opel,Astra F CC,800,1997,,2016-03-06 03:16:38
opel,Opel Vectra C GTS 3.0 Top!!,2499,2005,,2016-04-05 12:46:47
opel,Biete Opel Corsa B mit TÜV bis 11/2017,150,1996,ja,2016-04-04 18:52:33
opel,Corsa   TÜV neu bis 2/2018   mit Servolenkung,849,1999,,2016-03-08 16:18:33
opel,Opel Omega 2.0 16V Edition 100,1100,1999,,2016-04-06 03:15:50
opel,Opel Corsa B 1.0 Servolenkung TÜV Airbags 143.000km Anfaengerauto,450,2016,,2016-04-04 03:18:08
opel,Abgemeldeter Opel Corsa Schiebedach 4 Tuerer,300,1998,,2016-03-30 13:56:18
opel,OPEL Zafira mit Navi  PDC v.u.h.  Bluetooth  7 Sitze  EZ 2014,13500,2017,,2016-03-15 07:46:13
opel,Opel Zafira,1200,1999,,2016-03-27 21:46:17
opel,Opel Meriva 1.6 16V Edition,3350,2005,,2016-04-07 01:46:21
opel,Opel Corsa,300,2000,,2016-04-01 07:15:47
opel,FULL Astra Cabrio Bertone zu zahlen !!!!!,2400,2002,,2016-04-02 12:43:46
opel,Opel Vectra Kombi zum Ausschlachten oder Herrichten,200,2016,,2016-04-05 11:18:17
opel,Opel Astra 1.4,4900,2006,,2016-04-06 23:46:03
opel,Zafira Family Plus Xenon 1 8ltr EZ 12 2013 Opel 21.03,14650,2013,,2016-04-06 15:45:00
opel,Opel Corsa B  Eco  zu verkaufen 1 4L,800,1999,,2016-03-25 12:40:33
opel,Opel Astra 1 6 Comfort,2200,2002,,2016-04-07 10:47:11
opel,Top gepflegter Opel Astra,2800,1999,,2016-03-28 15:19:28
opel,Opel Vectra 3.2 V6 Caravan,3100,2004,,2016-04-06 01:45:30
opel,Opel Astra 1.4 !!!! Erster Hand  nur 27.000km!!!!,6099,2004,,2016-04-06 22:47:08
opel,Opel Tigra Twin Top 1.4  Enjoy ,2300,2005,,2016-04-05 18:44:56
opel,Zafira B Family Plus wie NEU 7 Sitze,12995,2012,,2016-04-06 05:45:21
opel,Opel Astra 1.4 Turbo Sports Tourer Innovation,11000,2011,,2016-04-05 18:44:32
opel,Opel Corsa 1.2 16V,3800,2007,,2016-03-13 00:43:34
opel,Opel Corsa A C20XE Breitbau 16V Gruppe A 150PS,2390,1993,ja,2016-04-07 11:16:16
opel,Opel Omega b 2.5V6 mit tuev bis 2017,650,1996,,2016-03-24 15:18:03
opel,Zum Verkauf  steht ein Opel Zafira top Zustand,1400,2001,,2016-04-06 15:46:19
opel,Opel Insignia 2.0 CDTI Innovation Vollausstattung AHK,15980,2010,,2016-03-30 21:46:43
opel,Opel vectra sparsamer 1.6 16v motor tuev neu,1199,1998,,2016-04-07 06:17:35
opel,Opel Astra 1.4 Caravan,2700,2006,ja,2016-03-21 12:45:10
opel,Opel Astra GTC 1.6 KLIMA ZV BC  1 HAND,6480,2009,,2016-03-24 14:58:57
opel,Opel Astra  Kombi 1 6   75 ps .. Kein Eco tec motor   klima,499,1997,ja,2016-04-03 08:55:31
opel,Opel Astra 1.6 Selection,11000,2015,,2016-04-07 04:45:55
opel,Opel Corsa 1 0,3500,2007,,2016-03-30 06:18:31
opel,Suche Auto,500,1996,,2016-04-05 19:15:45
opel,Corsa D 1 4 16V Satellite,7950,2011,,2016-04-07 12:17:19
opel,Opel Astra 1.7 CDTI Caravan Elegance,1860,2005,ja,2016-03-09 14:17:09
opel,Opel vectra b caravan,800,1997,,2016-03-23 12:42:15
opel,Opel Tigra Twin Top 1.8  Enjoy ,2800,2004,,2016-04-05 14:17:38
opel,Opel Astra H GTC 1.4,4650,2008,,2016-04-06 15:15:30
opel,Opel Corsa mit TÜV 1/2016,599,1998,,2016-03-29 11:55:43
opel,Vectra C 1.8 Facelift mit Gasanlage,5900,2006,,2016-04-07 09:16:09
opel,Opel Corsa B Swing,850,1994,,2016-04-06 06:45:56
opel,Opel Astra,800,1996,,2016-03-29 17:16:07
opel,Opel Meriva,7777,2012,,2016-03-24 10:45:52
opel,Opel Zafira Tourer.2.0 CDTI neu Tuev.Top zust.109000.,10999,2012,,2016-03-28 01:17:11
opel,Opel Vectra B Caravan 250 VHB,250,2001,,2016-03-28 18:44:09
opel,Opel vectra 1.8 16V,800,2016,,2016-03-22 17:45:22
opel,Verkauf Opel Corsa C,2500,2005,,2016-03-28 13:16:31
opel,Opel Astra 1.4 Turbo Sports Tourer Selection,11000,2011,,2016-04-06 18:46:56
opel,OPEL Astra 1.6 selection 2. Hand klimaautomatik Rentnerfahrzeug,1999,2017,,2016-04-06 21:17:48
opel,Verkaufe opel vectra b,550,1998,,2016-04-07 01:46:57
opel,*** Opel Astra 1 8 16V Coupe mit LPG / Tuev&Au Neu ***,2200,2000,,2016-03-07 16:46:34
opel,Opel Omega B Kombi mit Gasanlage  LPG ,320,1996,,2016-04-07 09:17:48
opel,Opel Insignia 1.8 Cosmo,11450,2009,,2016-03-21 07:17:10
opel,Opel Astra 16V Sportive,2999,1993,,2016-04-02 12:46:01
opel,Opel Corsa 1.2 16V Easytronic Edition,4500,2006,,2016-03-14 18:11:54
opel,Opel Meriva,4000,2006,,2016-04-05 14:44:50
opel,Opel signum 1.9 150 PS,3600,2007,,2016-04-05 11:39:00
opel,??Opel Zafira top Zustand voll Leder ??,2500,2002,,2016-04-06 10:46:52
opel,Opel Corsa C,2350,2002,,2016-04-06 04:45:16
opel,Opel Manta B Exklusive,10000,2017,,2016-03-28 20:18:39
opel,Opel Corsa top gepflegt 43000km!,1700,1999,,2016-03-10 13:45:16
opel,Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart...,18700,2014,,2016-04-06 15:17:13
opel,Opel Corsa,6999,2012,,2016-03-21 22:54:32
opel,Opel Astra 1.4 Selection 110 Jahre,6500,2009,,2016-04-07 03:46:23
opel,Opel Corsa B Edition 100 mit Klima und Neuem TÜV 03/2018,999,1999,,2016-03-22 02:45:25
opel,Opel Corsa sehr gepflegt! !,1100,2001,,2016-04-02 15:58:26
opel,Opel Zafira 2.0 DTI Elegance,2100,2002,,2016-04-06 14:17:11
opel,OPEL ASTRA GTC 1.9 CDTI SPORT,3300,2006,,2016-03-09 20:35:49
opel,Opel Corsa 1.4 16V ecoFLEX Start Stop Color Edition,9450,2014,,2016-04-06 07:44:27
opel,Opel Astra 1.7 CDTI Caravan DPF NAVI,4999,2008,,2016-04-07 07:46:21
opel,Opel Corsa B ohne Servo,300,2016,,2016-03-12 02:44:27
opel,Opel Tigra Twin Top,3500,2005,,2016-03-27 04:18:21
opel,Opel Corsa b 1.2l Tuev Neu!,850,1997,,2016-04-01 18:52:12
opel,Opel Corsa  1 4,950,1996,,2016-04-06 09:17:30
opel,Opel Corsa 1.2 16V,1650,2005,ja,2016-04-06 09:17:07
opel,opel Vectra  angemeldet,350,1996,,2016-03-22 20:18:34
opel,Opel Astra 1.6 Caravan CNG Njoy,2800,2005,,2016-04-05 12:17:24
opel,Opel Corsa GSI 1.8 16v technik top!!,1800,2001,,2016-04-06 11:46:09
opel,Verkaufe Opel Corsa,750,1999,,2016-04-05 18:16:34
opel,Opel Astra 1 6 TÜV neu 5 Tuerer Klima,1699,2018,,2016-03-21 09:37:40
opel,Opel Astra 1.7 CDTI Caravan Edition,2550,2005,,2016-04-06 19:17:55
opel,Opel Meriva 1.6 16V Edition,5850,2006,,2016-04-06 19:48:15
opel,Opel Corsa C * PERFEKTES AUTO  KLIMA  TÜV 08.2017* "1 HAND",2299,2004,,2016-04-06 17:45:33
opel,Zafira Tourer 2.0 CDTI Start Stop Navi Kamera,6000,2011,,2016-04-05 18:25:18
opel,Opel Combo *Tuev*,0,2018,,2016-03-30 00:15:42
opel,Opel Astra 1.4 Turbo Sport,13100,2011,,2016-04-06 08:45:22
opel,Astra g automatik 92000 km tauschen,1699,1998,,2016-03-15 19:19:41
opel,Opel corsa 1 2 Fuer 660 Euro VB !!!,660,2017,,2016-03-17 13:41:00
opel,Opel Astra 1.9 CDTI Caravan top Ausstattung,3700,2006,ja,2016-04-07 05:17:20
opel,Opel Corsa 1.2 16V,3490,2004,,2016-04-06 00:45:30
opel,Corsa D 1 2 16V Bj. 2007 HU 01.2018,4490,2007,,2016-04-07 10:17:27
opel,Opel Corsa 1.3 CDTI DPF Innovation,6800,2010,,2016-04-06 03:46:53
opel,Opel Corsa 5 Tuerer,50,1995,,2016-04-06 10:15:46
opel,OPEL  AGILA    TÜV NEU     KLIMA,1490,2016,,2016-04-05 14:45:11
opel,Opel Zafira 1.9 CDTI,3000,2007,ja,2016-04-02 06:40:18
opel,Opel Zafira 1.9 CDTI,2050,2005,ja,2016-04-06 10:17:46
opel,Opel Corsa  Anfaengerauto,500,1999,,2016-03-11 14:46:29
opel,Opel Zafira 1.8,4950,2006,,2016-04-05 22:45:25
opel,Opel vectra c vollausstattung vieles neu gemacht,4500,2007,,2016-03-20 06:47:03
opel,Opel Vectra C,5500,2006,,2016-04-07 02:45:34
opel,Opel Zafira B  Silber  7 Sitzer,4500,2016,,2016-03-18 02:44:37
opel,Opel Astra F EZ 1997 114000km,650,1997,,2016-03-18 21:52:50
opel,OPEL Astra Cabrio,500,1995,,2016-03-15 02:17:05
opel,Opel Corsa B 1.2 16V Edition 100,300,1999,ja,2016-04-05 14:47:41
opel,Opel Zafira B CNG Erdgas Klimaanlage Navi Tempomat 7 Sitze,5200,2007,,2016-04-07 13:17:03
opel,Vectra B Caravan  Sonderausstattung Vorfuehrwagen ,500,2000,ja,2016-03-20 11:45:57
opel,Opel Corsa 1.4 16V Energy,9400,2014,,2016-04-06 08:17:18
opel,Opel Astra OPC,9200,2006,,2016-04-05 15:18:13
opel,Opel vectra,1200,1999,ja,2016-03-22 04:18:17
opel,Vectra 1.6 16V Caravan Facelift Klima Alu Multilenkrad,650,2000,,2016-04-02 20:44:46
opel,Opel Vectra 2.2 DTI Caravan,3500,2003,,2016-04-07 01:17:37
opel,Opel Vectra 1.6,500,1998,ja,2016-03-30 05:44:46
opel,Opel Tigra Twin Top 1.4,3500,2004,,2016-03-23 09:49:49
opel,Opel Vectra 1.9 CDTI Caravan Cosmo,2490,2005,,2016-03-16 04:15:19
opel,Opel Astra Cabrio 1 6,950,1996,,2016-03-10 11:36:20
opel,Opel Corsa Anfaengerauto,2550,2009,,2016-03-17 01:16:09
opel,Opel Astra 1.6  Rentnerfahrzeug  1. Hand  gepflegt,11690,2011,,2016-04-07 10:44:26
opel,Opel Astra 1.4 Edition,3500,2006,,2016-04-06 19:46:29
opel,Opel Meriva 1 7 cdti,1650,2005,,2016-03-14 16:45:36
opel,Opel Astra g 2 0 16v Turbo Leder,799,2001,ja,2016-03-10 15:18:01
opel,Opel Meriva 1.6   Gas LPG,3690,2016,,2016-04-06 10:46:42
opel,Opel Corsa 1.0 12V Elegance Scheckheft 88 TKM 4 Tuerer,3450,2006,,2016-03-29 17:18:36
opel,Opel Combo 1.4  neu TÜV,1299,1998,,2016-03-29 18:47:25
opel,Opel Tigra Twin Top Cabrio 1.8 schwarz,4000,2005,,2016-03-12 21:15:29
opel,Opel Corsa B 5 Tuerig,700,1997,,2016-03-22 14:48:34
opel,Opel Corsa City,990,1997,,2016-04-07 05:15:40
opel,Tuv 30.05.2016motor 1.0  12v 3 zulinder,850,2003,,2016-03-26 01:46:33
opel,Opel Corsa C 1 0 12V aus 2  Hand Klimaanlage,2700,2017,,2016-04-06 07:45:55
opel,Sehr gepflegter Opel Corsa C  Sport Version,1750,2001,,2016-03-31 13:47:34
opel,Opel Zafira 2.0 DTI,800,2002,ja,2016-03-17 15:56:55
opel,Opel Vectra,1199,2001,,2016-04-05 18:15:34
opel,Opel Corsa D letztes Angebot nur fuer fuenf Tage!! TÜV Neu  Klima,3550,2006,,2016-03-24 00:45:18
opel,Opel Vivaro Kastenwagen LKW Zulassung,7850,2007,,2016-03-28 06:17:47
opel,Opel Astra 1 6 Liter... Kundendienst neu! TÜV neu! Top Zustand...,1999,2017,,2016-04-06 22:45:14
opel,Opel vectra c gts 2.2,3550,2003,,2016-03-21 17:18:20
opel,zu verkaufen opel astra g 1 7 diesel,800,2000,,2016-04-02 03:45:28
opel,Opel Astra H Caravan,4200,2016,,2016-03-23 22:17:59
opel,Opel Adam 1.4 Slam Klimaautom  Sitzhzg  IntelliLink,13800,2015,,2016-04-06 07:15:25
opel,Opel Astra F Cabrio mit vielen Extras,600,2016,,2016-04-07 05:17:12
opel,Verctra  Servo  Klima....,199,1999,,2016-03-27 21:17:22
opel,Opel Corsa 1.4 16V,5790,2009,,2016-04-05 21:17:49
opel,Opel astra j innovation,9599,2011,,2016-03-30 21:45:28
opel,Opel astra g cc zum ausschlachten,20,2000,ja,2016-03-19 21:17:22
opel,Opel zafira 1.8,1000,1999,,2016-03-21 14:46:09
opel,Opel Corsa Elegance 1 7 DI,2950,2001,,2016-04-07 03:46:11
opel,Opel Omega 2.0 16v,600,1998,,2016-03-19 18:38:52
opel,Opel Corsa B 12V Eco,590,1999,,2016-03-16 06:48:20
opel,Astra gsi 16v 2.8 Anschauen,0,1995,,2016-03-30 05:45:18
opel,Opel Vectra mit Getriebeschaden,500,2017,,2016-04-06 02:46:33
opel,opel corsa b  defekte ventile  1 5 jahre noch tuev,333,2017,ja,2016-04-04 21:45:30
opel,Zuverlaessiger Astra  Kombi,370,1996,,2016-04-02 23:48:05
opel,Opel Meriva 1.6 16V Edition,4499,2005,,2016-04-06 13:46:38
opel,Astra 2 0 Diesel,875,2001,,2016-04-04 07:30:29
opel,Opel Astra zu verkaufen,1200,2018,,2016-04-06 02:15:50
opel,Opel Astra,0,2016,,2016-03-13 03:15:20
opel,Opel Corsa 1.2 16V Comfort,2200,2001,,2016-04-07 00:15:57
opel,Zafira 1.8,3150,2016,,2016-04-05 16:06:26
opel,Corsa B zum ausschlachten,99,1997,,2016-03-24 09:39:14
opel,Opel Vectra 2.2 DTI Mit GRÜNEPLAKETE,999,2001,ja,2016-04-06 18:16:41
opel,Kleinwagen Opel Corsa Viva 1.2 zu verkaufen,599,1999,ja,2016-03-11 23:15:59
opel,Opel Zafira 1.8,4199,2005,,2016-04-06 02:45:04
opel,Opel Astra Tip top in Schuss  wenig Kilometer ,9999,2011,,2016-04-06 12:17:37
opel,Opel Corsa 1.2 16V,799,2000,,2016-04-02 13:46:44
opel,Schlachtfest !!!,0,2000,,2016-04-06 17:17:25
opel,Opel Corsa 1.4 16V,5500,2009,,2016-04-06 20:15:57
opel,Opel Vectra 1.6 Caravan Klima TÜV/AU 06/2016,399,1997,,2016-04-07 09:17:39
opel,Verkauf Opel astra F,500,2016,,2016-04-07 04:45:24
opel,Opel Corsa B,450,2018,,2016-03-24 12:16:39
opel,Opel Astra Kombi Tuev 7/2017 Motorschaden 600VB,400,2003,ja,2016-03-23 17:48:19
opel,Opel Corsa Atlanta,799,1997,,2016-04-05 14:17:56
opel,Opel Astra H,5250,2006,,2016-04-06 15:45:26
opel,Opel Astra  11 2004j automatic,3000,2004,,2016-03-24 06:44:25
opel,Opel Corsa 1 2 L    33KW/45PS,1199,1997,,2016-03-22 00:18:10
opel,Bastlerfahrzeug  Zulassungspapier Teil 2 fehlt   alter Vorhanden ,150,1998,ja,2016-04-06 10:16:23
opel,    Astra h kombi    ,8500,2009,,2016-03-31 09:45:26
opel,Opel Vectra Diesel 215000 KM,2200,2000,,2016-03-07 17:42:10
opel,Opel Vectra Tuev 09.2016,900,1996,,2016-04-06 05:44:27
opel,Opel Corsa B tuev2017 km100000,850,2017,,2016-03-08 17:19:16
opel,Opel B corsa,150,1995,,2016-03-16 04:46:38
opel,Opel Adam 1.4  1.HAND,12000,2014,,2016-04-07 07:45:51
opel,Bastlerauto nicht fahrbereit,249,2000,,2016-03-28 02:45:16
opel,Opel Astra F 4 tuerig 70ps Schiebedach TÜV NEU,1250,1994,,2016-04-06 20:45:08
opel,Opel Corsa b bastler Fahrzeug  Export ,150,1992,,2016-03-31 06:45:35
opel,Opel Astra 1.6 Caravan,590,2000,ja,2016-04-07 09:44:18
opel,Opel zafira 2999,2599,2016,,2016-04-07 09:45:27
opel,Opel Combo 1.7"Diesel"TopZustand",600,1998,,2016-04-06 19:47:50
opel,Opel Agile zu verkaufen,600,2003,,2016-03-17 13:50:29
opel,Opel Vectra 1.9 CDTI Caravan Cosmo,2500,2005,,2016-04-07 13:16:02
opel,Opel Corsa B 1 2 2 Hand 146000,699,1995,,2016-03-08 06:16:21
opel,Opel Corsa,6995,2010,,2016-04-04 01:18:12
opel,Verkaufe Opel zafira,1200,2017,,2016-04-06 15:15:24
opel,Top Scheckheft gepflegter Opel Astra Caravan,2990,2005,,2016-04-01 08:44:40
opel,Verkaufe mein Opel Corsa mit Schiebedach,899,1999,,2016-03-20 10:46:00
opel,Opel Zafira 7 sitzer,2000,2017,,2016-04-06 05:16:01
opel,Opel  Corsa schicker flitzer sparsam und flot,888,1998,,2016-04-06 15:45:05
opel,Opel Vivaro 2.0 CDTI L2H1 2.9T..77.971 km..114 PS Langer Radstand,13900,2008,,2016-04-06 19:47:51
opel,Opel Astra F,990,1995,,2016-04-07 09:46:42
opel,Cascada Innovation 2 Cabriolet,23500,2013,,2016-04-07 11:46:49
opel,Opel zafira A,2300,2004,,2016-04-06 15:17:50
opel,Opel Omega B 2.0l 16V Irmscher,450,1996,,2016-03-28 10:55:54
opel,Schnaeppchen,400,2001,,2016-03-24 16:58:41
opel,Opel Corsa 4/5 Tuerig Benziner! Sehr sparsam!!!,2450,2008,,2016-04-04 12:49:42
opel,Opel Corsa C,600,2002,ja,2016-03-11 03:16:58
opel,Opel Corsa B AUTOMATIK aus 1. Hand,590,1996,,2016-03-22 13:46:54
opel,Opel Corsa 1.0*tuev 01/18*Klima,1399,2005,,2016-04-07 09:17:27
opel,Opel Insignia 2.0 CDTI Sports Tourer,7380,2010,,2016-03-29 22:16:50
opel,Opel Astra h opc,6000,2006,ja,2016-03-29 11:10:49
opel,Opel Meriva 1.4 Edition,5850,2008,,2016-04-07 00:46:48
opel,Opel Agila 1.0   TÜV bis 04/2017,1690,2002,,2016-03-17 20:47:04
opel,Opel Astra 2.2 Elegance,1650,2002,,2016-03-07 13:47:21
opel,Opel Vectra 1.6 Caravan TÜV 7.2016,800,1999,,2016-03-21 07:50:21
opel,Opel Astra Twin Top 1.6 Edition,5300,2006,,2016-04-06 18:47:42
opel,OPEL CORSA 1.4 60PS ALLWETTERREIFEN NEU + TÜV,1199,1997,,2016-04-06 12:45:36
opel,Opel Omega 3.0 V6,1550,1999,,2016-04-04 18:47:21
opel,Opel Kadett,600,1991,,2016-04-05 21:17:53
opel,OPEL CORSA GSi 1.8 16V / 1. HAND / SCHECKHEFTGEPFLEGT,4290,2003,,2016-03-06 03:17:09
opel,Opel Corsa 12V City,1099,1998,,2016-04-07 09:46:15
opel,Opel Opel Meriva 1.6 Enjoy,3300,2004,,2016-04-05 12:46:06
opel,Opel Corsa 1.2 16V Sport ERST 65.000KM  1.HAND KLIMA,2999,2003,,2016-03-23 11:41:19
opel,Opel Vectra 2.2 DTI Caravan Elegance,1200,2000,,2016-04-05 21:45:36
opel,Opel Corsa c,999,2001,,2016-04-07 11:16:06
opel,Opel Vectra GTS 2.2   DTI TÜV TOP ZUSTAND!!,2600,2002,,2016-03-14 21:18:33
opel,Opel Meriva 1.6 16V Automatik TÜV+Inspkt.NEU Klima,4450,2005,,2016-04-06 16:15:55
opel,Opel Astra F caravan diesel  Lkw Zulassung 106 ,499,1992,,2016-04-03 18:46:18
opel,Vertausche oder verkaufe opel calibra,500,1994,ja,2016-04-07 12:17:40
opel,Opel corsa c 1 2 Tuev neu 3/18 Bilder folgen Morgen,2250,2002,,2016-03-15 18:46:18
opel,Opel Omega Caravan 2.5 TD 2000 VOLLAUSSTATTUNG Automatik,999,2000,,2016-04-05 18:17:58
opel,Opel Vectra CD 1 8ltr. 115 PS Bastler Fahrzeug ohne Tuev,222,1997,,2016-03-10 10:47:41
opel,1.HAND Scheckheftgepflegt Motor Getriebe Tip top,999,1990,,2016-03-12 19:20:35
opel,Opel corsa 1.0 50 PS Ez:2000 last Edition Klima 135000km,500,2000,,2016-03-23 04:50:03
opel,Opel Astra TwinTop 1.8 Cosmo Endless Summer,10990,2008,,2016-04-06 03:15:20
opel,Opel Insignia 2.0 CDTI Sports Tourer 6 Gang Automatik,11490,2009,,2016-03-20 21:18:59
opel,Opel Corsa Atlanta,600,1996,,2016-04-02 04:46:08
opel,Opel corsa 1.0 / 4 5 Tueren /TÜV 10.2016,990,2016,,2016-03-30 14:54:51
opel,Opel Vectra B V6 2 6l,2500,2001,,2016-03-23 09:47:33
opel,OPEL CORSA JOY,200,1995,,2016-03-21 16:48:18
opel,Opel Corsa 1.2 16V Catch me,4500,2007,,2016-03-06 04:16:49
opel,Biete auto an zum exportiert,0,2016,ja,2016-03-18 00:18:12
opel,Astra F GSI Hobbyaufgabe,450,2000,,2016-04-06 08:45:06
opel,Corsa C 1.2 Sport,1900,2003,,2016-03-28 22:16:59
opel,Opel Corsa 1.2 EcoTec 65 PS,650,1998,,2016-03-30 14:47:57
opel,Opel Signum,3500,2004,ja,2016-04-07 04:44:29
opel,OPEL CORSA 12V Edition 100,1340,1999,,2016-04-05 16:45:44
opel,Opel Corsa B  Tuev 6/2017  Ahk   fahrbereit,430,2017,,2016-04-07 01:15:53
opel,Schlachtung Zafira A,1,2000,,2016-04-07 03:36:18
opel,Opel Tuev Neu / Service Neu / 9fach bereift,1399,2000,,2016-04-05 13:46:03
opel,Opel Vectra B,0,1998,,2016-04-07 11:45:38
opel,Opel Astra 1.9 CDTI Sport 150ps,3200,2004,ja,2016-04-06 18:19:02
opel,Opel Astra 1.6 Edition 100,1100,1999,,2016-04-07 04:45:50
opel,Opel Astra H Caravan Edition Anhaengerkupplung abnehmbar Tempomat,4400,2008,,2016-03-21 22:44:28
opel,Opel Astra 2.0 CDTI/LEDER.NAVI.BI XENON.PDC.17 Z,9990,2011,,2016-03-31 21:45:24
opel,Opel Adam Jam,9900,2014,,2016-04-05 11:45:24
opel,ZAFIRA A 2 0 DTI   OPC Line  ,4300,2005,,2016-03-24 17:44:52
opel,Opel Insignia 2.0 CDTI Sports Tourer,12500,2011,,2016-04-05 19:25:24
opel,Opel Corsa C,1950,2017,,2016-03-31 10:45:17
opel,Top Gepflegter OPEL ASTRA 1.6 Njoy aus  fast  1.Hand,2750,2004,,2016-03-16 22:58:05
opel,Opel Astra F,200,2000,,2016-03-22 23:17:44
opel,1 3CDTI.E.4 Gruene plakette. TÜV neu,1850,2006,,2016-04-06 13:44:23
opel,Zafira 2.2 Selection*Anhaengerkupplung*7 Sitzer* Euro4*,1999,2002,ja,2016-04-02 11:52:10
opel,Opel Zafira B 1 9 CDT? Leder Nawi AHK,3990,2006,,2016-04-06 16:45:22
opel,Opel Astra 1.6 Edition 2000,1000,2000,ja,2016-03-29 05:44:38
opel,Opel Meriva 1.4 Edition,4999,2008,,2016-03-31 08:46:11
opel,Opel Omega Caravan 2.5 DTI Executive Edition,1000,2001,ja,2016-04-06 07:46:45
opel,Opel Vectra  Aut  Diesel mit TÜV,2100,2004,,2016-04-07 01:17:21
opel,Opel vectrag,2400,1998,,2016-04-05 22:45:14
opel,OPEL CORSA C Mod.2002,1690,2016,,2016-03-09 16:17:52
opel,Opel Corsa  1.4  wenig Kilometer,800,2017,,2016-03-23 12:58:49
opel,Opel Corsa B 1 4 16v,799,1997,,2016-04-07 00:16:34
opel,Opel Tigra Twin Top 1.4,3800,2005,,2016-03-14 18:49:25
opel,%%%OPEL CORSA ECO MOTOR 1 JAHR TÜV UND SEHR SEHR SEHR GEPFLEGT%%%,1200,2004,,2016-03-29 10:15:40
opel,Opel Astra mit Rest Tuev bis 09.2016,0,1996,ja,2016-03-30 20:40:47
opel,Opel Corsa 1.2,1450,2001,,2016-03-12 15:47:53
opel,OPEL Corsa D "CATCH ME" mit original Fahrradtraeger  3tuerig,4300,2007,,2016-03-20 11:41:19
opel,Opel Astra,950,1996,,2016-04-07 05:15:48
opel,Opel astra gtc,7000,2009,,2016-04-06 06:46:07
opel,Opel Vectra 1.6 CD,900,1998,,2016-03-26 11:39:11
opel,Opel Corsa D 75PS Klimaanlage,2100,2002,,2016-04-07 06:46:24
opel,Opel Corsa 1.0 12V,899,2001,,2016-03-11 22:15:25
opel,Opel Corsa Bj.2000 Fuer Bastler,80,2000,,2016-03-30 15:48:13
opel,Opel corsa,699,1997,,2016-03-14 12:30:54
opel,OPEL astra 1.6 G  angemeldet,1100,2000,,2016-03-12 18:15:40
opel,Opel Signum,3500,2004,ja,2016-04-05 19:45:57
opel,Gepflegter  zuverlaessiger Opel Corsa B zu verkaufen!,520,1997,,2016-03-17 22:46:47
opel,Unser Bienchen moechte eine andere Familie Gluecklich machen,1550,2002,,2016-04-03 17:55:10
opel,Opel corsa b mit tuev 11.16,620,2016,,2016-04-06 09:46:38
opel,Opel Vecktra C,2300,2002,,2016-04-06 14:18:03
opel,OPEL Corsa B viertuerig TÜV 04/2017,650,1998,ja,2016-04-06 07:45:51
opel,Opel Corsa D sehr gepflegt,3699,2006,,2016-03-30 11:45:11
opel,astra g cc automatik sport 1.6 motor,0,1999,ja,2016-03-23 13:39:55
opel,Opel Corsa C Sport 1.0 12V TUV 05.2017,1700,2002,,2016-04-07 04:16:03
opel,Opel Combo 2.0 CDTI L2H1,5500,2012,,2016-04-06 20:16:22
opel,Astra Cabrio der naechste Sommer kommt bestimmt ;  ,1850,2001,,2016-03-10 16:15:46
opel,Opel Corsa Catch me,5190,2007,,2016-04-03 10:24:05
opel,Opel Astra 2.2 16V Coupe Linea Blu,3600,2002,,2016-04-01 05:46:52
opel,Opc astra h 1.9 diesel,15000,2008,,2016-03-11 17:16:54
opel,Opel Corsa b Atlanta TÜV neu dieses we 700,800,1996,,2016-03-29 13:17:47
opel,Opel Astra Limousine an Bastler,300,1998,ja,2016-03-12 14:17:15
opel,Opel Corsa Atlanta,600,1996,ja,2016-04-06 00:44:34
opel,Opel Astra F TÜV 07/2016,150,2016,,2016-04-05 19:06:36
opel,opel astra f cc,650,1995,,2016-03-19 22:47:24
opel,Opel Corsa D,170,2000,,2016-03-23 15:56:29
opel,Opel Astra 1.6 Edition 2000,950,1999,,2016-03-13 10:31:54
opel,Opel Corsa Edition 100 Cool,2950,1999,,2016-03-30 22:45:10
opel,Opel Astra H Caravan Edition * 1. Hand * Navi * Klima * wenig km,5999,2007,,2016-03-16 23:15:18
opel,Cabrio Opel Astra,6800,2002,,2016-04-05 17:20:59
opel,Opel Combo; Hundefaenger,0,2001,,2016-03-13 02:45:12
opel,Tigra 1.4i 16V Automatik Klimaanlage 2Hand,1990,1998,,2016-04-05 15:15:28
opel,Opel Vectra 3.2 V6 GTS,2000,2003,,2016-03-17 21:47:57
opel,Opel Astra GTC 1.4 EcoFlex Motor,4000,2009,,2016-03-15 23:44:28
